,NAME,temp_mean,month,year,temp_mean_full,temp_difference,rain_mean,rain_mean_full,rain_difference,Cost_o_C,Slope,temp_difference_abs,rain_difference_abs,production,total use,ending stock,interaction,dummy
294,Minnesota,-1.418566264,3,2015,-2.64311704,1.224550775,16.0184952,34.49079518,-18.47229997,15.25,1,1.224550775,18.47229997,14216,13695,1777,22.62026926,0
295,Missouri,6.389147529,3,2015,7.233641748,-0.844494219,89.81180233,98.93039376,-9.118591438,15.25,1,0.844494219,9.118591438,14216,13695,1777,7.700597755,0
296,Nebraska,5.521382612,3,2015,3.984252619,1.537129992,5.948755039,24.34628745,-18.39753241,15.25,1,1.537129992,18.39753241,14216,13695,1777,28.27939885,0
297,Ohio,1.57258681,3,2015,4.0716681,-2.499081291,92.92011177,92.35541682,0.564694951,15.25,1,2.499081291,0.564694951,14216,13695,1777,1.411218588,0
298,South Dakota,3.364925451,3,2015,0.835265665,2.529659786,6.578762315,24.18529706,-17.60653474,15.25,1,2.529659786,17.60653474,14216,13695,1777,44.53854291,0
299,Wisconsin,-1.161120491,3,2015,-1.039883581,-0.12123691,18.99944965,45.24782145,-26.2483718,15.25,1,0.12123691,26.2483718,14216,13695,1777,3.182271489,0
300,Illinois,8.077731166,3,2016,5.082219571,2.995511596,86.10806515,78.06654127,8.041523881,9.75,1,2.995511596,8.041523881,13601,13545,1837,24.08847803,0
301,Indiana,8.150627972,3,2016,5.033173371,3.117454601,114.3855451,93.9160756,20.46946948,9.75,1,3.117454601,20.46946948,13601,13545,1837,63.81264183,0
302,Iowa,5.392894877,3,2016,2.318891121,3.074003756,62.30934399,47.84730152,14.46204246,9.75,1,3.074003756,14.46204246,13601,13545,1837,44.45637285,0
303,Kansas,9.399867298,3,2016,7.150417605,2.249449693,22.10242488,38.37362742,-16.27120255,9.75,1,2.249449693,16.27120255,13601,13545,1837,36.60125157,0
304,Minnesota,1.340963423,3,2016,-2.64311704,3.984080462,50.02438712,34.49079518,15.53359195,9.75,1,3.984080462,15.53359195,13601,13545,1837,61.88708018,0
305,Missouri,9.772259448,3,2016,7.233641748,2.5386177,79.60881395,98.93039376,-19.32157981,9.75,1,2.5386177,19.32157981,13601,13545,1837,49.05010449,0
306,Nebraska,6.194104003,3,2016,3.984252619,2.209851383,32.07877704,24.34628745,7.732489597,9.75,1,2.209851383,7.732489597,13601,13545,1837,17.08765283,0
307,Ohio,7.647597157,3,2016,4.0716681,3.575929056,102.9115564,92.35541682,10.5561396,9.75,1,3.575929056,10.5561396,13601,13545,1837,37.74800632,0
308,South Dakota,4.20402946,3,2016,0.835265665,3.368763795,29.16496876,24.18529706,4.979671698,9.75,1,3.368763795,4.979671698,13601,13545,1837,16.77533773,0
309,Wisconsin,2.309058467,3,2016,-1.039883581,3.348942048,102.7602381,45.24782145,57.51241669,9.75,1,3.348942048,57.51241669,13601,13545,1837,192.6057506,0
310,Illinois,5.940561002,3,2017,5.082219571,0.858341431,93.14421346,78.06654127,15.07767219,15,1,0.858341431,15.07767219,15148,14620,2320,12.94179073,0
311,Indiana,5.720330249,3,2017,5.033173371,0.687156879,109.428584,93.9160756,15.51250841,15,1,0.687156879,15.51250841,15148,14620,2320,10.65952686,0
312,Iowa,2.693758563,3,2017,2.318891121,0.374867442,65.15862553,47.84730152,17.31132401,15,1,0.374867442,17.31132401,15148,14620,2320,6.489451755,0
313,Kansas,8.977443732,3,2017,7.150417605,1.827026127,72.84017885,38.37362742,34.46655142,15,1,1.827026127,34.46655142,15148,14620,2320,62.97128996,0
314,Minnesota,-2.758143,3,2017,-2.64311704,-0.11502596,22.17209053,34.49079518,-12.31870464,15,1,0.11502596,12.31870464,15148,14620,2320,1.416970832,0
315,Missouri,8.790318314,3,2017,7.233641748,1.556676566,103.8355698,98.93039376,4.905176004,15,1,1.556676566,4.905176004,15148,14620,2320,7.635772537,0
316,Nebraska,5.220798558,3,2017,3.984252619,1.236545938,40.17125587,24.34628745,15.82496843,15,1,1.236545938,15.82496843,15148,14620,2320,19.56830043,0
317,Ohio,4.284154118,3,2017,4.0716681,0.212486018,114.9342846,92.35541682,22.57886774,15,1,0.212486018,22.57886774,15148,14620,2320,4.797693694,0
318,South Dakota,1.611036422,3,2017,0.835265665,0.775770756,18.05479352,24.18529706,-6.13050354,15,1,0.775770756,6.13050354,15148,14620,2320,4.755865367,0
319,Wisconsin,-1.424755608,3,2017,-1.039883581,-0.384872027,54.13197219,45.24782145,8.884150738,15,1,0.384872027,8.884150738,15148,14620,2320,3.419261099,0
320,Illinois,3.732236167,3,2018,5.082219571,-1.349983404,101.2653736,78.06654127,23.19883231,14.5,1,1.349983404,23.19883231,14604,14820,2127,31.31803861,0
321,Indiana,3.327945786,3,2018,5.033173371,-1.705227585,103.203901,93.9160756,9.287825419,14.5,1,1.705227585,9.287825419,14604,14820,2127,15.83785611,0
322,Iowa,1.485390225,3,2018,2.318891121,-0.833500896,64.35756353,47.84730152,16.51026201,14.5,1,0.833500896,16.51026201,14604,14820,2127,13.76131818,0
323,Kansas,7.211000749,3,2018,7.150417605,0.060583144,27.39684532,38.37362742,-10.9767821,14.5,1,0.060583144,10.9767821,14604,14820,2127,0.665007969,0
324,Minnesota,-2.964159276,3,2018,-2.64311704,-0.321042236,33.36178,34.49079518,-1.12901518,14.5,1,0.321042236,1.12901518,14604,14820,2127,0.362461558,0
325,Missouri,6.391703488,3,2018,7.233641748,-0.84193826,99.13766279,98.93039376,0.207269027,14.5,1,0.84193826,0.207269027,14604,14820,2127,0.174507724,0
326,Nebraska,3.196910957,3,2018,3.984252619,-0.787341662,31.13647091,24.34628745,6.790183463,14.5,1,0.787341662,6.790183463,14604,14820,2127,5.346194334,0
327,Ohio,2.210780945,3,2018,4.0716681,-1.860887156,88.55360971,92.35541682,-3.801807116,14.5,1,1.860887156,3.801807116,14604,14820,2127,7.074734029,0
328,South Dakota,-0.995167277,3,2018,0.835265665,-1.830432943,40.96191923,24.18529706,16.77662217,14.5,1,1.830432943,16.77662217,14604,14820,2127,30.70848188,0
329,Wisconsin,-1.630312619,3,2018,-1.039883581,-0.590429038,25.07409513,45.24782145,-20.17372633,14.5,1,0.590429038,20.17372633,14604,14820,2127,11.91115382,0
330,Illinois,10.71058498,4,2008,11.38575183,-0.675166844,112.8452023,121.430278,-8.585075749,23,1,0.675166844,8.585075749,13074,13110,1283,5.796358498,0
331,Indiana,11.29842842,4,2008,11.28801799,0.010410433,88.79978646,126.7166296,-37.91684312,23,1,0.010410433,37.91684312,13074,13110,1283,0.394730767,0
332,Iowa,7.542094967,4,2008,8.782502716,-1.240407749,146.1186334,101.1528099,44.96582358,23,1,1.240407749,44.96582358,13074,13110,1283,55.775956,0
333,Kansas,9.833471995,4,2008,11.87026753,-2.036795534,74.32926592,81.54087472,-7.211608805,23,1,2.036795534,7.211608805,13074,13110,1283,14.6885726,0
334,Minnesota,3.792393909,4,2008,4.718641114,-0.926247205,94.10307122,61.4138266,32.68924463,23,1,0.926247205,32.68924463,13074,13110,1283,30.27832146,0
335,Missouri,11.03177326,4,2008,12.79151361,-1.759740354,172.3252907,136.1296105,36.19568023,23,1,1.759740354,36.19568023,13074,13110,1283,63.69499915,0
336,Nebraska,6.6220696,4,2008,8.477904801,-1.855835201,76.19431164,74.23872016,1.955591487,23,1,1.855835201,1.955591487,13074,13110,1283,3.629255521,0
337,Ohio,11.63201462,4,2008,10.66265292,0.969361702,67.66581974,104.00182,-36.33600025,23,1,0.969361702,36.33600025,13074,13110,1283,35.22272706,0
338,South Dakota,5.306233468,4,2008,6.53114021,-1.224906741,45.24246243,57.72793618,-12.48547375,23,1,1.224906741,12.48547375,13074,13110,1283,15.29354096,0
339,Wisconsin,5.87586331,4,2008,5.672374128,0.203489182,136.6898065,93.58941023,43.10039631,23,1,0.203489182,43.10039631,13074,13110,1283,8.770464385,0
340,Illinois,10.62513362,4,2009,11.38575183,-0.760618205,155.5501435,121.430278,34.11986546,18.75,1,0.760618205,34.11986546,12101,12040,1700,25.95219083,0
341,Indiana,10.72526913,4,2009,11.28801799,-0.562748855,144.4254579,126.7166296,17.70882833,18.75,1,0.562748855,17.70882833,12101,12040,1700,9.965622863,0
342,Iowa,8.117340018,4,2009,8.782502716,-0.665162698,90.61536836,101.1528099,-10.5374415,18.75,1,0.665162698,10.5374415,12101,12040,1700,7.009113017,0
343,Kansas,10.67239681,4,2009,11.87026753,-1.197870722,125.6122918,81.54087472,44.07141704,18.75,1,1.197870722,44.07141704,12101,12040,1700,52.79186017,0
344,Minnesota,5.039556516,4,2009,4.718641114,0.320915402,41.07327233,61.4138266,-20.34055427,18.75,1,0.320915402,20.34055427,12101,12040,1700,6.527597157,0
345,Missouri,11.62256032,4,2009,12.79151361,-1.16895329,135.2614186,136.1296105,-0.86819186,18.75,1,1.16895329,0.86819186,12101,12040,1700,1.014875732,0
346,Nebraska,7.41547484,4,2009,8.477904801,-1.062429961,70.88817762,74.23872016,-3.350542537,18.75,1,1.062429961,3.350542537,12101,12040,1700,3.559716779,0
347,Ohio,10.41186026,4,2009,10.66265292,-0.250792658,95.86903805,104.00182,-8.132781942,18.75,1,0.250792658,8.132781942,12101,12040,1700,2.039641997,0
348,South Dakota,5.516293462,4,2009,6.53114021,-1.014846748,51.22064517,57.72793618,-6.507291006,18.75,1,1.014846748,6.507291006,12101,12040,1700,6.603903113,0
349,Wisconsin,6.00166337,4,2009,5.672374128,0.329289242,81.61992693,93.58941023,-11.9694833,18.75,1,0.329289242,11.9694833,12101,12040,1700,3.941422088,0
350,Illinois,14.70935953,4,2010,11.38575183,3.3236077,84.58674187,121.430278,-36.84353614,17.5,1,3.3236077,36.84353614,13131,13015,1899,122.4534604,0
351,Indiana,14.04802665,4,2010,11.28801799,2.760008663,80.0690494,126.7166296,-46.64758017,17.5,1,2.760008663,46.64758017,13131,13015,1899,128.7477254,0
352,Iowa,12.6540943,4,2010,8.782502716,3.871591583,90.82548533,101.1528099,-10.32732453,17.5,1,3.871591583,10.32732453,13131,13015,1899,39.98318273,0
353,Kansas,14.02428528,4,2010,11.87026753,2.154017754,70.24623424,81.54087472,-11.29464049,17.5,1,2.154017754,11.29464049,13131,13015,1899,24.32885614,0
354,Minnesota,9.488278049,4,2010,4.718641114,4.769636935,34.79912848,61.4138266,-26.61469812,17.5,1,4.769636935,26.61469812,13131,13015,1899,126.9424471,0
355,Missouri,15.63383576,4,2010,12.79151361,2.842322146,101.0788953,136.1296105,-35.05071512,17.5,1,2.842322146,35.05071512,13131,13015,1899,99.6254238,0
356,Nebraska,10.68148094,4,2010,8.477904801,2.203576136,78.58831335,74.23872016,4.349593189,17.5,1,2.203576136,4.349593189,13131,13015,1899,9.584659753,0
357,Ohio,12.84947271,4,2010,10.66265292,2.186819787,55.71174973,104.00182,-48.29007026,17.5,1,2.186819787,48.29007026,13131,13015,1899,105.6016812,0
358,South Dakota,9.68147905,4,2010,6.53114021,3.15033884,61.06985548,57.72793618,3.341919298,17.5,1,3.15033884,3.341919298,13131,13015,1899,10.52817817,0
359,Wisconsin,9.809825465,4,2010,5.672374128,4.137451338,60.35953764,93.58941023,-33.22987259,17.5,1,4.137451338,33.22987259,13131,13015,1899,137.4869808,0
360,Illinois,11.48578858,4,2011,11.38575183,0.100036754,190.4824463,121.430278,69.05216826,-33,0,0.100036754,69.05216826,12447,13500,675,6.907754775,0
361,Indiana,11.55066017,4,2011,11.28801799,0.262642183,251.4004491,126.7166296,124.6838195,-33,0,0.262642183,124.6838195,12447,13500,675,32.74723055,0
362,Iowa,8.303711896,4,2011,8.782502716,-0.47879082,94.27303959,101.1528099,-6.879770273,-33,0,0.47879082,6.879770273,12447,13500,675,3.293970848,0
363,Kansas,12.53883261,4,2011,11.87026753,0.668565084,48.31296221,81.54087472,-33.22791252,-33,0,0.668565084,33.22791252,12447,13500,675,22.21502214,0
364,Minnesota,4.910528629,4,2011,4.718641114,0.191887515,70.57285407,61.4138266,9.159027472,-33,0,0.191887515,9.159027472,12447,13500,675,1.757503026,0
365,Missouri,13.49108576,4,2011,12.79151361,0.699572146,197.4830698,136.1296105,61.3534593,-33,0,0.699572146,61.3534593,12447,13500,675,42.92117118,0
366,Nebraska,8.358749544,4,2011,8.477904801,-0.119155257,74.03914796,74.23872016,-0.199572195,-33,0,0.119155257,0.199572195,12447,13500,675,0.023780076,0
367,Ohio,10.89666112,4,2011,10.66265292,0.234008196,197.6680064,104.00182,93.66618644,-33,0,0.234008196,93.66618644,12447,13500,675,21.91865532,0
368,South Dakota,6.077730272,4,2011,6.53114021,-0.453409938,61.03120448,57.72793618,3.303268298,-33,0,0.453409938,3.303268298,12447,13500,675,1.497734673,0
369,Wisconsin,5.195607389,4,2011,5.672374128,-0.476766739,96.43451004,93.58941023,2.845099813,-33,0,0.476766739,2.845099813,12447,13500,675,1.356448959,0
370,Illinois,12.43956059,4,2012,11.38575183,1.053808767,80.03159812,121.430278,-41.39867989,-67.75,0,1.053808767,41.39867989,12358,12705,801,43.62629179,0
371,Indiana,11.44365589,4,2012,11.28801799,0.155637901,55.22898688,126.7166296,-71.4876427,-67.75,0,0.155637901,71.4876427,12358,12705,801,11.12618667,0
372,Iowa,11.08571937,4,2012,8.782502716,2.303216658,97.90038445,101.1528099,-3.252425416,-67.75,0,2.303216658,3.252425416,12358,12705,801,7.491040396,0
373,Kansas,14.885784,4,2012,11.87026753,3.01551647,81.75609139,81.54087472,0.215216666,-67.75,0,3.01551647,0.215216666,12358,12705,801,0.648989402,0
374,Minnesota,6.987844318,4,2012,4.718641114,2.269203204,69.80004609,61.4138266,8.386219496,-67.75,0,2.269203204,8.386219496,12358,12705,801,19.03003615,0
375,Missouri,14.68662064,4,2012,12.79151361,1.89510703,100.839407,136.1296105,-35.29020349,-67.75,0,1.89510703,35.29020349,12358,12705,801,66.87871271,0
376,Nebraska,11.77836075,4,2012,8.477904801,3.300455947,82.68496779,74.23872016,8.446247634,-67.75,0,3.300455947,8.446247634,12358,12705,801,27.87646824,0
377,Ohio,9.881057648,4,2012,10.66265292,-0.781595272,44.80386331,104.00182,-59.19795669,-67.75,0,0.781595272,59.19795669,12358,12705,801,46.26884306,0
378,South Dakota,10.06692527,4,2012,6.53114021,3.535785057,81.73087097,57.72793618,24.00293479,-67.75,0,3.535785057,24.00293479,12358,12705,801,84.86921813,0
379,Wisconsin,7.066352447,4,2012,5.672374128,1.393978319,67.78088529,93.58941023,-25.80852494,-67.75,0,1.393978319,25.80852494,12358,12705,801,35.97652422,0
380,Illinois,9.926534193,4,2013,11.38575183,-1.459217634,178.9777765,121.430278,57.54749852,-80,0,1.459217634,57.54749852,10780,11137,757,83.97432465,0
381,Indiana,10.22143718,4,2013,11.28801799,-1.066580805,167.0494782,126.7166296,40.33284867,-80,0,1.066580805,40.33284867,10780,11137,757,43.0182422,0
382,Iowa,6.189066079,4,2013,8.782502716,-2.593436637,165.8417766,101.1528099,64.68896678,-80,0,2.593436637,64.68896678,10780,11137,757,167.7667365,0
383,Kansas,8.829067049,4,2013,11.87026753,-3.04120048,64.99145162,81.54087472,-16.5494231,-80,0,3.04120048,16.5494231,10780,11137,757,50.33011349,0
384,Minnesota,0.562804492,4,2013,4.718641114,-4.155836622,78.67741054,61.4138266,17.26358395,-80,0,4.155836622,17.26358395,10780,11137,757,71.74463438,0
385,Missouri,10.75903416,4,2013,12.79151361,-2.032479453,159.7115349,136.1296105,23.58192442,-80,0,2.032479453,23.58192442,10780,11137,757,47.92977684,0
386,Nebraska,5.533366927,4,2013,8.477904801,-2.944537874,68.74256543,74.23872016,-5.496154724,-80,0,2.944537874,5.496154724,10780,11137,757,16.18363575,0
387,Ohio,10.03851583,4,2013,10.66265292,-0.624137092,105.3899766,104.00182,1.388156658,-80,0,0.624137092,1.388156658,10780,11137,757,0.86640006,0
388,South Dakota,2.494977999,4,2013,6.53114021,-4.03616221,62.1281722,57.72793618,4.40023602,-80,0,4.03616221,4.40023602,10780,11137,757,17.76006634,0
389,Wisconsin,3.01155344,4,2013,5.672374128,-2.660820688,124.8060272,93.58941023,31.216617,-80,0,2.660820688,31.216617,10780,11137,757,83.06182033,0
390,Illinois,11.27515964,4,2014,11.38575183,-0.110592184,131.9697029,121.430278,10.53942493,2.75,1,0.110592184,10.53942493,13925,13450,1331,1.165578023,0
391,Indiana,11.34420818,4,2014,11.28801799,0.056190197,147.2876233,126.7166296,20.57099371,2.75,1,0.056190197,20.57099371,13925,13450,1331,1.155888195,0
392,Iowa,8.416840202,4,2014,8.782502716,-0.365662514,123.5218672,101.1528099,22.3690573,2.75,1,0.365662514,22.3690573,13925,13450,1331,8.179525721,0
393,Kansas,11.99329679,4,2014,11.87026753,0.123029266,43.87474214,81.54087472,-37.66613259,2.75,1,0.123029266,37.66613259,13925,13450,1331,4.634036639,0
394,Minnesota,3.044768495,4,2014,4.718641114,-1.673872619,95.58017789,61.4138266,34.16635129,2.75,1,1.673872619,34.16635129,13925,13450,1331,57.19011991,0
395,Missouri,12.55796657,4,2014,12.79151361,-0.23354704,134.354814,136.1296105,-1.774796512,2.75,1,0.23354704,1.774796512,13925,13450,1331,0.414498472,0
396,Nebraska,8.798803278,4,2014,8.477904801,0.320898476,51.43783425,74.23872016,-22.80088591,2.75,1,0.320898476,22.80088591,13925,13450,1331,7.316769546,0
397,Ohio,10.65968315,4,2014,10.66265292,-0.002969774,139.1052385,104.00182,35.10341849,2.75,1,0.002969774,35.10341849,13925,13450,1331,0.104249233,0
398,South Dakota,6.179359858,4,2014,6.53114021,-0.351780352,54.34589435,57.72793618,-3.38204183,2.75,1,0.351780352,3.38204183,13925,13450,1331,1.189735865,0
399,Wisconsin,4.113588049,4,2014,5.672374128,-1.558786078,134.3388708,93.58941023,40.74946055,2.75,1,1.558786078,40.74946055,13925,13450,1331,63.51969181,0
400,Illinois,12.28971567,4,2015,11.38575183,0.903963839,86.75742658,121.430278,-34.67285143,15,1,0.903963839,34.67285143,14216,13645,1827,31.34300388,0
401,Indiana,11.56438502,4,2015,11.28801799,0.276367031,127.6937522,126.7166296,0.977122626,15,1,0.276367031,0.977122626,14216,13645,1827,0.270044479,0
402,Iowa,10.33228133,4,2015,8.782502716,1.549778613,86.67517586,101.1528099,-14.477634,15,1,1.549778613,14.477634,14216,13645,1827,22.43712753,0
403,Kansas,13.31363362,4,2015,11.87026753,1.443366092,73.37452806,81.54087472,-8.166346661,15,1,1.443366092,8.166346661,14216,13645,1827,11.78702787,0
404,Minnesota,6.481000111,4,2015,4.718641114,1.762358997,33.56711793,61.4138266,-27.84670867,15,1,1.762358997,27.84670867,14216,13645,1827,49.07589755,0
405,Missouri,14.01846802,4,2015,12.79151361,1.226954413,94.62882558,136.1296105,-41.50078488,15,1,1.226954413,41.50078488,14216,13645,1827,50.91957117,0
406,Nebraska,10.0262913,4,2015,8.477904801,1.548386499,73.30712159,74.23872016,-0.93159857,15,1,1.548386499,0.93159857,14216,13645,1827,1.442474649,0
407,Ohio,10.65777518,4,2015,10.66265292,-0.004877742,120.0797064,104.00182,16.07788641,15,1,0.004877742,16.07788641,14216,13645,1827,0.078423784,0
408,South Dakota,8.683327503,4,2015,6.53114021,2.152187294,23.38957199,57.72793618,-34.33836419,15,1,2.152187294,34.33836419,14216,13645,1827,73.90259109,0
409,Wisconsin,7.048353551,4,2015,5.672374128,1.375979423,76.96583561,93.58941023,-16.62357462,15,1,1.375979423,16.62357462,14216,13645,1827,22.87369662,0
410,Illinois,11.5637993,4,2016,11.38575183,0.178047472,82.1262237,121.430278,-39.30405431,4.75,1,0.178047472,39.30405431,13601,13521,1862,6.997987509,0
411,Indiana,11.10067434,4,2016,11.28801799,-0.187343645,108.9388649,126.7166296,-17.77776466,4.75,1,0.187343645,17.77776466,13601,13521,1862,3.33055123,0
412,Iowa,9.861864707,4,2016,8.782502716,1.079361991,77.53123296,101.1528099,-23.6215769,4.75,1,1.079361991,23.6215769,13601,13521,1862,25.49623229,0
413,Kansas,13.14711413,4,2016,11.87026753,1.276846602,144.7226179,81.54087472,63.18174321,4.75,1,1.276846602,63.18174321,13601,13521,1862,80.67339413,0
414,Minnesota,5.34199,4,2016,4.718641114,0.623348886,60.06970858,61.4138266,-1.344118015,4.75,1,0.623348886,1.344118015,13601,13521,1862,0.837854467,0
415,Missouri,13.82080523,4,2016,12.79151361,1.029291623,98.02589535,136.1296105,-38.10371512,4.75,1,1.029291623,38.10371512,13601,13521,1862,39.21983476,0
416,Nebraska,9.648888233,4,2016,8.477904801,1.170983432,133.9810186,74.23872016,59.7422984,4.75,1,1.170983432,59.7422984,13601,13521,1862,69.95724161,0
417,Ohio,10.02673846,4,2016,10.66265292,-0.635914456,87.76727339,104.00182,-16.2345466,4.75,1,0.635914456,16.2345466,13601,13521,1862,10.32378288,0
418,South Dakota,7.828610174,4,2016,6.53114021,1.297469964,97.84699647,57.72793618,40.11906029,4.75,1,1.297469964,40.11906029,13601,13521,1862,52.05327573,0
419,Wisconsin,5.868744907,4,2016,5.672374128,0.19637078,60.41099779,93.58941023,-33.17841244,4.75,1,0.19637078,33.17841244,13601,13521,1862,6.515270713,0
420,Illinois,13.36597523,4,2017,11.38575183,1.980223403,169.3467706,121.430278,47.91649255,13.25,1,1.980223403,47.91649255,15148,14620,2320,94.88535995,0
421,Indiana,13.72434864,4,2017,11.28801799,2.436330652,126.873459,126.7166296,0.156829389,13.25,1,2.436330652,0.156829389,15148,14620,2320,0.382088248,0
422,Iowa,10.41612192,4,2017,8.782502716,1.633619203,94.0221739,101.1528099,-7.130635962,13.25,1,1.633619203,7.130635962,15148,14620,2320,11.64874384,0
423,Kansas,12.85067823,4,2017,11.87026753,0.980410698,136.0835961,81.54087472,54.54272134,13.25,1,0.980410698,54.54272134,15148,14620,2320,53.47426749,0
424,Minnesota,6.437564019,4,2017,4.718641114,1.718922905,63.74585154,61.4138266,2.332024945,13.25,1,1.718922905,2.332024945,15148,14620,2320,4.008571094,0
425,Missouri,14.39995494,4,2017,12.79151361,1.608441332,246.4713023,136.1296105,110.3416919,13.25,1,1.608441332,110.3416919,15148,14620,2320,177.4781378,0
426,Nebraska,9.64503421,4,2017,8.477904801,1.167129409,64.53456973,74.23872016,-9.70415043,13.25,1,1.167129409,9.70415043,15148,14620,2320,11.32599935,0
427,Ohio,13.31112196,4,2017,10.66265292,2.648469037,105.9541226,104.00182,1.952302654,13.25,1,2.648469037,1.952302654,15148,14620,2320,5.170613131,0
428,South Dakota,7.762731326,4,2017,6.53114021,1.231591117,48.98204976,57.72793618,-8.745886421,13.25,1,1.231591117,8.745886421,15148,14620,2320,10.77135602,0
429,Wisconsin,7.860184917,4,2017,5.672374128,2.18781079,117.1400352,93.58941023,23.55062499,13.25,1,2.18781079,23.55062499,15148,14620,2320,51.52431147,0
430,Illinois,6.851658761,4,2018,11.38575183,-4.534093067,63.05902582,121.430278,-58.37125219,16.5,1,4.534093067,58.37125219,14604,14765,2182,264.6606898,0
431,Indiana,7.147104229,4,2018,11.28801799,-4.140913757,96.11601796,126.7166296,-30.60061161,16.5,1,4.140913757,30.60061161,14604,14765,2182,126.7144936,0
432,Iowa,3.688395085,4,2018,8.782502716,-5.094107631,45.3557708,101.1528099,-55.79703906,16.5,1,5.094107631,55.79703906,14604,14765,2182,284.2361225,0
433,Kansas,8.484382298,4,2018,11.87026753,-3.385885231,33.64584063,81.54087472,-47.89503409,16.5,1,3.385885231,47.89503409,14604,14765,2182,162.1670886,0
434,Minnesota,-0.181676286,4,2018,4.718641114,-4.9003174,33.56345389,61.4138266,-27.85037271,16.5,1,4.9003174,27.85037271,14604,14765,2182,136.475666,0
435,Missouri,8.684545058,4,2018,12.79151361,-4.106968552,57.24526163,136.1296105,-78.88434884,16.5,1,4.106968552,78.88434884,14604,14765,2182,323.9755399,0
436,Nebraska,4.748433195,4,2018,8.477904801,-3.729471606,42.22789381,74.23872016,-32.01082635,16.5,1,3.729471606,32.01082635,14604,14765,2182,119.383468,0
437,Ohio,6.924281193,4,2018,10.66265292,-3.738371728,124.0052251,104.00182,20.00340509,16.5,1,3.738371728,20.00340509,14604,14765,2182,74.78016404,0
438,South Dakota,2.244873927,4,2018,6.53114021,-4.286266283,48.01957468,57.72793618,-9.708361504,16.5,1,4.286266283,9.708361504,14604,14765,2182,41.61262258,0
439,Wisconsin,0.544378559,4,2018,5.672374128,-5.127995569,72.93707943,93.58941023,-20.65233079,16.5,1,5.127995569,20.65233079,14604,14765,2182,105.9050608,0
440,Illinois,14.88723522,5,2008,17.6990134,-2.811778185,136.1788708,123.5089847,12.66988617,26.25,1,2.811778185,12.66988617,12125,12760,763,35.62490954,0
441,Indiana,14.47893184,5,2008,17.50447176,-3.025539913,143.2983225,122.8188873,20.47943518,26.25,1,3.025539913,20.47943518,12125,12760,763,61.96134853,0
442,Iowa,14.10860304,5,2008,15.81475516,-1.706152122,144.7375941,122.8745761,21.86301793,26.25,1,1.706152122,21.86301793,12125,12760,763,37.30163443,0
443,Kansas,17.0447671,5,2008,17.70989123,-0.665124137,139.309211,108.4180812,30.89112989,26.25,1,0.665124137,30.89112989,12125,12760,763,20.5464361,0
444,Minnesota,10.51058987,5,2008,12.59461717,-2.084027297,71.9059171,93.9770151,-22.071098,26.25,1,2.084027297,22.071098,12125,12760,763,45.99677071,0
445,Missouri,16.87246221,5,2008,18.3514815,-1.479019292,145.2621047,142.9478108,2.314293869,26.25,1,1.479019292,2.314293869,12125,12760,763,3.422885279,0
446,Nebraska,13.43058454,5,2008,14.49584741,-1.065262871,153.2608784,111.3669163,41.89396211,26.25,1,1.065262871,41.89396211,12125,12760,763,44.62808235,0
447,Ohio,13.877213,5,2008,16.96613365,-3.08892065,118.929337,111.4993675,7.429969481,26.25,1,3.08892065,7.429969481,12125,12760,763,22.95058616,0
448,South Dakota,11.81306903,5,2008,13.29900094,-1.485931913,103.5120179,87.85223134,15.6597866,26.25,1,1.485931913,15.6597866,12125,12760,763,23.26937666,0
449,Wisconsin,11.03534887,5,2008,13.30033391,-2.264985041,79.16173378,102.4014771,-23.23974334,26.25,1,2.264985041,23.23974334,12125,12760,763,52.63767102,0
450,Illinois,17.08735548,5,2009,17.6990134,-0.611657925,144.2073112,123.5089847,20.69832659,21.5,1,0.611657925,20.69832659,12090,12560,1145,12.66029549,0
451,Indiana,16.80698254,5,2009,17.50447176,-0.697489213,149.6185937,122.8188873,26.7997064,21.5,1,0.697489213,26.7997064,12090,12560,1145,18.69250612,0
452,Iowa,15.44804334,5,2009,15.81475516,-0.36671182,88.21822854,122.8745761,-34.6563476,21.5,1,0.36671182,34.6563476,12090,12560,1145,12.70889232,0
453,Kansas,17.0732025,5,2009,17.70989123,-0.636688729,73.84290343,108.4180812,-34.57517772,21.5,1,0.636688729,34.57517772,12090,12560,1145,22.01362595,0
454,Minnesota,11.53456087,5,2009,12.59461717,-1.060056302,46.96542099,93.9770151,-47.01159411,21.5,1,1.060056302,47.01159411,12090,12560,1145,49.83493661,0
455,Missouri,17.66417733,5,2009,18.3514815,-0.687304175,149.7343256,142.9478108,6.786514799,21.5,1,0.687304175,6.786514799,12090,12560,1145,4.664399958,0
456,Nebraska,14.84392472,5,2009,14.49584741,0.348077316,60.50671542,111.3669163,-50.86020085,21.5,1,0.348077316,50.86020085,12090,12560,1145,17.70328221,0
457,Ohio,16.30518513,5,2009,16.96613365,-0.660948527,101.9593669,111.4993675,-9.540000661,21.5,1,0.660948527,9.540000661,12090,12560,1145,6.305449384,0
458,South Dakota,13.20378987,5,2009,13.29900094,-0.095211076,34.88268612,87.85223134,-52.96954523,21.5,1,0.095211076,52.96954523,12090,12560,1145,5.043287412,0
459,Wisconsin,12.77395581,5,2009,13.30033391,-0.526378099,72.47979971,102.4014771,-29.92167741,21.5,1,0.526378099,29.92167741,12090,12560,1145,15.75011568,0
